"College","Location","Country","Intake","Course","Fees per year","Duration of course","Plustwo","IELTS(9)","TOEFL(120)","PTE(90)","Accomodation","Scholarship","Internship&placement","Partime job","Stayback","Higher studies possible"
"Sault-College-Brampton","Ontario","Canada","Apr","Bachelor of Science - Nursing (Honours)","INR 11.03L","4 yrs","35%","6.5","","","","No","Yes","Yes","Yes","Yes"
"Sault-College-Brampton","Ontario","Canada","Apr","Bachelor of Engineering - Mechatronics Engineering","INR 11.82L","4 yrs","65%","6.5","","","","No","Yes","Yes","Yes","Yes"
"Sault-College-Brampton","Ontario","Canada","Apr","Diploma in Practical Nursing","INR 11.03L","2 yrs","40%","6.5","79","60","INR 5.89L","No","Yes","Yes","Yes","Yes"
"Sault-College-Brampton","Ontario","Canada","Apr","Diploma in Computer Programming","INR 9.18L","2 yrs","40%","6.5","79","60","INR 4.49L","No","Yes","Yes","Yes","Yes"
"Sault-College-Brampton","Ontario","Canada","Apr","Diploma in Business - Accounting","INR 9.18L","2 yrs","40%","6","","","","No","Yes","Yes","Yes","Yes"
"Canadore-College-Brampton","Brampton","Canada","Jan, May, Sep","Advanced Diploma in Computer Programmer Analyst","INR 10.10L","3 yrs","35%","5.5","60","43","INR 4.77L","No","Yes","Yes","Yes","Yes"
"Canadore-College-Brampton","Brampton","Canada","Jan, May, Sep","Diploma in Biotechnology - Technician","INR 8.95 L","2 yrs","35%","5.5","60","43","INR 6.19L","No","Yes","Yes","Yes","Yes"
"Canadore-College-Brampton","Brampton","Canada","Jan, May, Sep","Diploma in Civil Engineering - Technology","INR 10.10L","2 yrs","35%","5.5","60","43","INR 4.77L","No","Yes","Yes","Yes","Yes"
"Canadore-College-Brampton","Brampton","Canada","Jan, May, Sep","Advanced Diploma in Aviation Technology – Aircraft Maintenance and Avionics. ","INR 12.26L","3 yrs","35%","6","60","43","INR 4.77L","No","Yes","Yes","Yes","Yes"
"Canadore-College-Brampton","Brampton","Canada","Jan, May, Sep"," Advanced Diploma in Graphic Design. ","INR 10.16L","3 yrs","35%","5.5","60","43","INR 4.77L","No","Yes","Yes","Yes","Yes"
"Goergian-College-Toronto"," Ontario","Canada","jan,may, sep","Honours Bachelor of Business Administration","INR 12.37L","4 yrs","65%","6.5","89","61","INR 8.07L","Yes(Max upto 1.2L)","No","Yes","Yes","Yes"
"Goergian-College-Toronto"," Ontario","Canada","jan,may, sep","Diploma in Graphic Design Production","INR 10.39L","2 yrs","35%","6","79","58","INR 7.88L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Goergian-College-Toronto"," Ontario","Canada","jan,may, sep","Diploma in Veterinary Technician","INR 10.81L","2 yrs","35%","6","83","60","INR  8.39L","Yes(Max upto 1.2L)","No","Yes","Yes","Yes"
"Goergian-College-Toronto"," Ontario","Canada","jan,may, sep","Honours Bachelor of Science in Computer Science Degree with Computer Programming Diploma ","INR 17.11 L","4 yrs","70%","6.5","89","61","INR 7.15L","Yes(Max upto 1.2L)","No","Yes","Yes","Yes"
"Goergian-College-Toronto"," Ontario","Canada","jan,may, sep","Honours Bachelor of Counselling Psychology","INR 12.05L","4 yrs","65%","6.5","89","61","INR 7.55L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Goergian-College-Toronto"," Ontario","Canada","jan,may, sep","Honours Bachelor of Interior Design with co-op","INR 12.43L","4 yrs","65%","6.5","79","58","INR 7.88L","Yes(Max upto 1.2L)","Yes","Yes","Yes","Yes"
"Loyalist-College-Toronto","Toronto","Canada","jan,may, sep"," Diploma in Business Sales and Marketing","INR 9.07 L","2 yrs","65%","6","20","54","INR 1.67L","No","Yes","Yes","Yes","Yes"
"Loyalist-College-Toronto","Toronto","Canada","jan,may, sep"," Diploma in Computer Systems Technician","INR 9.07 L","2 yrs","65%","6","80","54","INR 1.67L","No","Yes","Yes","Yes","Yes"
"Loyalist-College-Toronto","Toronto","Canada","jan,may, sep"," Diploma in Business","INR 9.07 L","2 yrs","65%","6","80","54","INR 1.67L","No","Yes","Yes","Yes","Yes"
"Mohawk-college","Fennel,
/,Mississauga","Canada","Jan, May, sept","Diploma in Biotechnology (Health)","INR 10.10L","2 yrs","60%","6","80","50","INR 9.16L","No","Yes","Yes","Yes","Yes"
"Mohawk-college","Fennel,
/,Mississauga","Canada","Jan, May, sept","Chemical Engineering Technology Advanced Diploma","INR 10.04 L","3 yrs","60%","6","79","50","INR 7.29L","No","Yes","Yes","Yes","Yes"
"Mohawk-college","Fennel,
/,Mississauga","Canada","Jan, May, sept","Computer Systems Technician - Network Systems Diploma","INR 10.48L","2 yrs","60%","6","80","50","INR 6.97L","No","Yes","Yes","Yes","Yes"
"Mohawk-college","Fennel,
/,Mississauga","Canada","Jan, May, sept","Mechanical Engineering Technology Advanced Diploma","INR 10.03L","3 yrs","60%","6","79","50","INR 6.62L","No","Yes","Yes","Yes","Yes"
"Multihexa-College-pathway-Georgian","TORONTO","Canada","Jan/ May/ Sept/ Nov","ACS Network Manager","INR 9.67L","1 yrs","35%","6","","","","No","Yes","Yes","No","Yes"
"Holland-college","Charlottetown","Canada","Jan, May, Sep","Diploma in Automotive Technology","INR 3.37L","2 yrs","35%","6.5","85","58","INR 6.68L","No","Yes","Yes","Yes","Yes"
"Holland-college","Charlottetown","Canada","Jan, May, Sep","Diploma in Business Administration","INR 7.75 L","2 yrs","35%","6.5","85","58","INR 7L","No","Yes","Yes","Yes","Yes"
"Holland-college","Charlottetown","Canada","Jan, May, Sep","Diploma in Graphic Design","INR 2.51L","2 yrs","60%","6.5","85","58","INR 6.68L","No","Yes","Yes","Yes","Yes"
"Holland-college","Charlottetown","Canada","Jan, May, Sep","Diploma in Video Game Art and Animation","INR 2.51L","2 yrs","35%","6.5","85","58","INR 6.82L","No","Yes","Yes","Yes","Yes"
"University-of-Saskatchewan","Saskatoon","Canada","Jan/May/Sep","BE in Electrical Engineering","INR 33.2L","4 yrs","75%","6.5","86","63","INR 8.31L","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"University-of-Saskatchewan","Saskatoon","Canada","Jan/May/Sep","BE in Chemical Engineering","INR 33.2L","4 yrs","75%","6.5","86","63","INR 8.31L","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"University-of-Saskatchewan","Saskatoon","Canada","Jan/May/Sep","BSN (Bachelor of Science in Nursing)","INR 27.61L","4 yrs","70%","6.5","90","63","INR 8.31L","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"University-of-Saskatchewan","Saskatoon","Canada","Jan/May/Sep","Bachelor of Science (B.Sc.) in Food Science","INR 23.17L","4 yrs","75%","6.5","86","63","INR 8.31L","Yes(Max upto 12.2L)","Yes","Yes","Yes","Yes"
"Great-Plains","SwiftCurrent","Canada","Jan/May/Sep","Business Diploma in Management","INR 10.27L","2 yrs ","60%","6.5","79","58","INR 15K","No","Yes","Yes","Yes","Yes"
"Great-Plains","SwiftCurrent","Canada","Jan/May/Sep","Youth Care Worker Diploma","INR 10.15L","2 yrs","60%","6.5","81","63","INR 15K","No","Yes","No","Yes","Yes"
"saskatchewan-polytechnic","Saskatoon","Canada","Jan/may/ Sep","Computer Automated Systems Diploma","INR 9.19L","1.5 yrs","35%","6.5","81","63","INR 6.98L","No","Yes","Yes","Yes","Yes"
"saskatchewan-polytechnic","Saskatoon","Canada","Jan/may/ Sep","Business (Management) Diploma","INR 10.94L","2 yrs","35%","5","19","50","INR 5.74","No","Yes","Yes","Yes","Yes"
"saskatchewan-polytechnic","Saskatoon","Canada","Jan/may/ Sep","Electrical Engineering Technology Diploma","INR 8.50L","1.7yrs","60%","6.5","81","50","INR 44K","No","Yes","Yes","Yes","Yes"
"saskatchewan-polytechnic","Saskatoon","Canada","Jan/may/ Sep","Civil Engineering Technologies ","INR 11.65L","1.7yrs","35%","5","19","50","INR 5.74L","No","Yes","Yes","Yes","Yes"
"Suncrest-College","Yorkton","Canada","January, May, September","Bachelor of Arts in Journalism (Pre-Journalism)","INR 16.87L","1 yrs","35%","6.5","","","INR 2.3K","No","Yes","Yes","Yes","Yes"
"Suncrest-College","Yorkton","Canada","January, May, September","Business Diploma (Management)","INR 9.97L","1 yrs","35%","6.5","","","","No","Yes","Yes","No","Yes"
"Suncrest-College","Yorkton","Canada","January, May, September","Bachelor of Science in Nursing","INR 13.31L","4 yrs","35%","6.5","","","INR 25K","No","Yes","Yes","Yes","Yes"
"Yukon-University","Whitehorse","Canada","Jan/may/ Sep","Bachelor of Arts in Indigenous Governance","INR 7.25L","3 yrs","35%","6","79","","INR 3.02L","No","Yes","Yes","Yes","Yes"
"Yukon-University","Whitehorse","Canada","Jan/may/ Sep","Bachelor of Business Administration","INR 7.25L","4 yrs","65%","6","79","36","INR 3.84L","No","Yes","Yes","Yes","Yes"
"Yukon-University","Whitehorse","Canada","Jan/may/ Sep","Diploma in Aviation Management","INR 16.62L","2 yrs","65%","6","79","","INR 3.08L","No","Yes","Yes","Yes","Yes"
"Yukon-University","Whitehorse","Canada","Jan/may/ Sep","Diploma in Renewable Resources Management","INR 8.70L","","65%","6","79","","INR 3.08L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Computer Science","INR 62.92L","3 yrs","90%","7.5","76","","INR 11.14L","Yes(Max upto 2L)","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA (Hons) in Economics and Management","INR 43.45L","3 yrs","90%","7.5","76","","INR 11.13L","Yes(Max upto 52.2L)","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BM BCh Medicine","INR 42.20L","6 yrs","90%","7.5","76","","INR 5.02L","Yes(Max upto 2L)","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Mathematics and Philosophy","INR 46.65L","3 yrs","90%","7.5","76","","INR 11.13L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Biology","INR 69.92L","3 yrs","90%","7.5","76","","INR 11.13L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Human Science","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.13L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Physics and Philosophy","INR 47.65L","3 yrs","90%","7.5","76","","INR 11.13L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Earth Sciences (Geology)","INR 62.92L","3 yrs","90%","7.5","76","","INR 11.13L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA Biomedical Science","INR 41.06L","3 yrs","90%","7.5","76","","INR 86K","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA Mathematics and Computer Science","INR 39.83L","3 yrs","90%","7.5","76","","","No","Yes","Yes","No","Yes"
"University of Oxford","Oxford","UK","Jan","BA Physics","INR 46.97L","3 yrs","90%","7.5","76","","INR 2.92L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Mathematics","INR 46.97L","3 yrs","90%","7.5","76","","INR 11.32L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Mathematics and Philosophy","INR 46.97L","3 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BFA in Fine Art","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.14L","Yes(Max upto 52.5L)","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Archaeology and Anthropology","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in History and Economics","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in History of Art","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA History and Politics","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA Classics and English","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Philosophy and Modern Languages","INR 43.67L","4 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA Theology and Religion","INR 43.67L","4 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA Theology and Religion","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","BA in Philosophy and Theology","INR 43.67L","3 yrs","90%","7.5","76","","INR 11.14L","No","Yes","Yes","Yes","Yes"
"University of Oxford","Oxford","UK","Jan","Bachelor of Philosophy (BPhil) in Philosophy","INR 29.16L","1.9 yrs","90%","7.5","","","","No","Yes","Yes","Yes","Yes"
"University of Cambridge","Cambridge","UK","Sep","VetMB Veterinary Medicine","INR 71.35L","6 yrs","90%","7.5","","","","No","Yes","Yes","Yes","Yes"
"University of Cambridge","Cambridge","UK","Sep","BA (Hons) Natural Sciences","INR 41.58L","3 yrs","90%","7.5","","","","No","Yes","Yes","No","Yes"
"University of Cambridge","Cambridge","UK","Sep","BA (Hons) Mathematics","INR 30.48L","3 yrs","90%","7.5","","","","No","Yes","Yes","Yes","Yes"
"University of Cambridge","Cambridge","UK","Sep","BA (Hons) Computer Science","INR 41.58L","3 yrs","90%","7.5","","","INR 17.30L","No","Yes","Yes","Yes","Yes"
"University of Cambridge","Cambridge","UK","Sep","MB, BChir Medicine","INR 67.94L","6 yrs","90%","7.5","","","","No","Yes","Yes","Yes","Yes"
"University of Cambridge","Cambridge","UK","Sep","BA (Hons) Economics","INR 27.32L","3 yrs","90%","7.5","","","INR 17.83L","No","Yes","Yes","Yes","Yes"
"University of Cambridge","Cambridge","UK","Sep","BA (Hons) Architecture","INR 35.75L","3 yrs","90%","7.5","","","INR 12.08L","Yes(Max upto 33L)","Yes","Yes","Yes","Yes"
"University of Cambridge","Cambridge","UK","Sep","BA (Hons) History and Politics","INR 27.32L","3 yrs","90%","7.5","","","INR 3.36L","No","Yes","Yes","Yes","Yes"
"University of Cambridge","Cambridge","UK","Sep","BA (Hons) Archaeology","INR 27.32L","3 yrs","90%","7.5","","","INR 3.36L","No","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","MBBS/BSc Medicine","INR 57.02L","6 yrs","90%","6.5","","62","INR 10.24L","No","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BEng Electronic and Information Engineering","INR 43.47L","3 yrs","92%","6.5","","62","INR 4.79L","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BEng Computing","INR 43.47L","3 yrs","92%","6.5","","62","INR 4.79L","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BEng Materials with Management","INR 35.84L","4 yrs","90%","7","","62","","No","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BSc Mathematics with Statistics for Finance","INR 33.98L","4 yrs","90%","7","","62","","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BSc Biological Sciences","INR 44.22L","3 yrs","90%","7","","69","INR 5.0L","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BSc Biological Sciences with Management","INR 44.22L","3 yrs","90%","7","","","INR 10.24L","No","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BSc Biotechnology","INR 44.22L","3 yrs","90%","7","","69","INR 4.79L","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BSc Chemistry","INR 44.22L","3 yrs","90%","7","","62","INR 4.79L","Yes(Max upto 1.1L)","Yes","Yes","Yes","Yes"
"Imperial College London","London","UK","Apr","BSc Biochemistry with Management","INR 36.63L","3 yrs","90%","7","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Medicine MBBS BSc","INR 53.42L","6 yrs","90%","7.5","","75","INR 14.10L","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Psychology with Education BSc","INR 30.79L","3 yrs","60%","7","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Astrophysics BSc","INR 37.16L","3 yrs","60%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Cancer Biomedicine BSc","INR 34.08L","3 yrs","60%","7","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Mathematics and Physics BSc","INR 34.08L","3 yrs","60%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Biochemistry BSc","INR 34.08L","3 yrs","60%","7.5","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Psychology BSc","INR 37.16L","3 yrs","95%","7","","76","INR 10.29L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Pharmacology BSc","INR 36.53L","3 yrs","90%","7.5","","80","INR 14.85L","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Chemistry BSc","INR 37.16L","3 yrs","60%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Biological Sciences BSc","INR 36.53L","3 yrs","90%","7.5","","80","INR 15.33L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Data Science BSc","INR 37.16L","3 yrs","60%","7","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Science and Engineering for Social Change BSc","INR 34.08L","","60%","7","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Computer Science BSc","INR 40.67L","3 yrs","90%","6.5","","75","INR 9.50L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Engineering (Chemical) BEng","INR 39.82L","3 yrs","90%","6.5","","62","INR 14.08L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University College London","London","UK","Jan","Engineering (Civil) BEng","INR 39.82L","3 yrs","90%","6.5","","62","INR 14.08L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University College London","London","UK","Sep","Robotics and Artificial Intelligence Meng","INR 40.67L","4 yrs","60%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Sep","BEng Mechanical Engineering","INR 42.26L","3 yrs","90%","7.5","","75","INR 13.57L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University College London","London","UK","Sep","Engineering (Biochemical) BEng","INR 30.38L","3 yrs","90%","6.5","","62","INR 8.03L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University College London","London","UK","Sep","English BA","INR 27.82","3 yrs","60%","7.5","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Sep","Philosophy and Economics BA","INR 27.83","3 yrs","60%","7.5","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Sep","Anthropology BSc","INR 34.08L","3 yrs","60%","7","","","","No","Yes","Yes","Yes","Yes"
"University College London","London","UK","Sep","Economics BSc (Econ)","INR 36.53L","3 yrs","90%","7","","76","INR 15.40L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University College London","London","UK","Sep","Statistics, Economics and Finance BSc","INR 39.82L","3 yrs","90%","7","","76","INR 15.01L","Yes(Max upto 37.9L)","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BN Nursing Studies","INR 36.95L","4 yrs","80%","7","","73","INR 8.52L","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc Astrophysics","INR 30.72L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc Geology","INR 30.72L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc Infectious Diseases","INR 30.72L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","Bsc in Ecological and Environmental Sciences","INR 30.72L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc in Psychology","INR 36.95L","4 yrs","80%","6.5","","65","INR 8.52L","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc Chemical Physics","INR 30.74L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BENg Electrnoics and Computer Science","INR 30.74L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc Computer Science and Management Science","INR 30.74L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BENg Structural and Fire Safety Engineering","INR 30.74L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BA Animation","INR 29.25L","4 yrs","80%","6.5","","61","INR 8.96L","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc Computer Science","INR 30.74L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BA Graphic Design","INR 30.74L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BEng Chemical Engineering","INR 29.25L","4 yrs","80%","6.5","","61","INR 8.96L","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc in Artificial Intelligence and Computer Science","INR 30.74L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BEng Software Engineering","INR 29.25L","4 yrs","80%","6.5","","61","INR 8.96L","No","Yes","Yes","Yes","Yes"
"University of Edinburgh","Edinburgh","UK","Sep","BSc in Artificial Intelligence","INR 30.74L","4 yrs","80%","6.5","","","","No","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","Dentistry BDS","INR 61.80L","5 yrs","90%","7","","69","INR 7.45L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc in Nursing with Registration as a Childrens Nurse","INR 36.94L","4 yrs","80%","6.5","","","","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc in International Management","INR 35.52L","4 yrs","90%","7","","","","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc Economics & Management","INR 35.52L","3 yrs","90%","7","","69","INR 10.26L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc in Business Management","INR 38.01L","3 yrs","90%","7","","69","INR 7.45L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc in Accounting & Finance","INR 38.01L","3 yrs","90%","7","","69","INR 7.45L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc in Computer Science with Management","INR 35.52L","3 yrs","85%","6.5","","","INR 10.24L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BEng Biomedical Engineering","INR 35.52L","3 yrs","80%","6.5","","62","INR 10.24L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","Electronic Engineering BEng","INR 35.52L","3 yrs","80%","6.5","","","INR 10.24L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc in Molecular Genetics","INR 38.01L","3 yrs","85%","6.5","","","INR 7.44L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc Chemistry","INR 38.01L","3 yrs","83%","6.5","","62","INR 7.44L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc in Medical Physiology","INR 35.52L","3 yrs","80%","6.5","","","INR 10.24L","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"King's College London","London","UK","Sep","BSc in Chemistry with Biomedicine","INR 29.78L","3 yrs","80%","6.5","","","","Yes(Max upto 27L)","Yes","Yes","Yes","Yes"
"London School of Economics and Political Science","London","UK","Jan","LLB Bachelor of Laws","INR 36.10L","3 yrs","95%","7","","","INR 8.95L","No","Yes","Yes","Yes","Yes"
"London School of Economics and Political Science","London","UK","Jan","BSc Politics and Data Science","INR 23.82L","3 yrs","90%","7","","","","No","Yes","Yes","Yes","Yes"
"London School of Economics and Political Science","London","UK","Jan","BSc Actuarial Science","INR 31L","3 yrs","95%","7","","","INR 8.95L","No","Yes","Yes","Yes","Yes"
"London School of Economics and Political Science","London","UK","Jan","BSc Psychological and Behavioural Science","INR 31L","3 yrs","95%","7","","","INR 8.90L","No","Yes","Yes","Yes","Yes"
"London School of Economics and Political Science","London","UK","Jan","BSc Finance","INR 36.1L","3 yrs","95%","7","","","","No","Yes","Yes","Yes","Yes"
"London School of Economics and Political Science","London","UK","Jan","BSc Economics","INR 36.1L","3 yrs","95%","7","","","INR 8.93L","No","Yes","Yes","Yes","Yes"
"London School of Economics and Political Science","London","UK","Jan","BSc Management","INR 36.1L","3 yrs","90%","7","","","INR 8.93L","No","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","MBChB Medicine","INR 36.63L","5 yrs","95%","7","","65","INR 7.97L","No","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","BNurs in Nursing (Adult)","INR 31.32L","3 yrs","80%","7","","","INR 2.1L","Yes(Max upto 8.9L)","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","BNurs in Nursing (Mental Health)","INR 25.48L","3 yrs","80%","7","","","","Yes(Max upto 8.9L)","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","BDS in Dentistry (pre-dental entry)","INR 38.76L","6  yrs","80%","7","","","INR 9.21L","No","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","BEng in Mechatronic Engineering","INR 26.55L","3 yrs","80%","6.5","","","","Yes(Max upto 8.9L)","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","BSc Computer Science","INR 32.92L","3 yrs","80%","7.5","","","INR 8.53L","Yes(Max upto 8.9L)","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","BEng Chemical Engineering","INR 27.61L","3 yrs","85%","6","","59","INR 8.96L","Yes(Max upto 8.9L)","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","BSc in Biotechnology with Entrepreneurship","INR 26.55L","4 yrs","80%","6.5","","","","Yes(Max upto 8.9L)","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","BSc in Psychology","INR 31.32L","3 yrs","80%","7","","","INR 9.21L","Yes(Max upto 8.9L)","Yes","Yes","Yes","Yes"
"The University of Manchester","Manchester","UK","Sep","Bsc in Microbiology","INR 31.85L","3 yrs","80%","6.5","","","INR 8.56L","Yes(Max upto 8.9L)","Yes","Yes","Yes","Yes"
